tranche zincid SMILES
H27P310 ZINCrB00000aXSpR O=C(c1csc(Cl)c1)N1C[C@H](CNC(=O)C2(c3cccnc3)CC2)[C@H]2C[C@H]21
H29P190 ZINCtp000012VRxt C[C@H]1[C@@H](NC(=O)C2(CO)CCCC2)CCN1C(=O)CCCNC(=O)c1ccsc1
H28P100 ZINCsg00000FCmWa CCc1ncncc1C(=O)NC[C@]1(F)CCCN(C(=O)Cc2ccn(C)n2)C1
H27P380 ZINCrI00000tkqtY COc1c(C)csc1C(=O)N1C[C@@H]2CCC[C@@]2(NC(=O)c2cscc2C)C1
H26P090 ZINCqf00001UByvu N[C@H]1C[C@H](n2cc(-c3csc(C(=O)NC[C@H]4C[C@H](O)CCO4)c3)nn2)C1
H29P210 ZINCtr00000EfGlv Cc1csc(=O)n1CCC(=O)N1C[C@@H](N=c2cc(Cl)nc(C(C)C)[nH]2)[C@H](CO)C1
H28P290 ZINCsz00000hoPl7 C=C=C[C@@H](C)C(=O)NCCCCCCNC(=O)c1cc(O)c2[nH]c(C)nc2c1
H24M000 ZINCo50000167Gxz C[C@H]1CN([C@@H](c2cn(C)nn2)c2nnnn2CC2CC2)CC(=O)N1
H27P370 ZINCrH00000tkqtz COc1c(C)csc1C(=O)N1CC[C@H](NC(=O)c2ccccc2C)C1(C)C
H23P490 ZINCnT000010eT30 CCC(CC)CCN(Cc1cccc(Cl)n1)C[C@@H]1CCCCO1
H25P240 ZINCpu00000fkgiI CCC[C@@H](C)C(=O)N1CCOC[C@@H]1CNC(=O)c1ccc(Cl)cc1O
H29P150 ZINCtl00000PCLgP O=C([C@H]1COCCO1)N1CC[C@H]2[C@H](CCCN2C(=O)c2cc(F)c(F)cc2O)C1
H28P330 ZINCsD00000ipXMO CC(C)(C)/C=C/C(=O)N1C[C@@H](C(F)(F)F)OC[C@@H]1CNC(=O)c1cscc1F
H27P180 ZINCro00001eRwY2 CCc1ncc(C(=O)NC2(C(=O)N3CC[C@@]34CCCOCC4)CCC2)cn1
H27P190 ZINCrp00000yyJZF COC(OC)C(=O)NCC1CC(NC(=O)[C@H]2CCOc3ccc(Br)cc32)C1
H25P080 ZINCpe00000MJYNN CCC(=O)NCC(=O)N[C@H](C)[C@H]1CCCN1C(=O)C[C@H]1CCCOC1
H28P120 ZINCsi00002fTArI Cc1ccnc(C(=O)N2CC[C@](F)(C(=O)N[C@H](C(N)=O)C3CCCC3)C2)c1F
H29P180 ZINCto00001So1p4 CCc1ccoc1C(=O)N[C@H](Cc1cn[nH]c1)C(=O)NCCc1c(C)noc1C
H27P150 ZINCrl00001S4enN CC1(S(=O)(=O)NC[C@@H]2C[C@H]2CNC(=O)[C@@H](O)CCc2ccccc2)CCC1
H29P020 ZINCt800002pFEuF Cn1nc(CNC(=O)c2c[nH]c(=O)cn2)cc1C(=O)NCc1ccccc1C#N
H29P380 ZINCtI000019Msdz Cc1cc2c3c(n1)CCC[C@]3(C(=O)N[C@H](C)C1CCCCC1)N([C@@H]1C[C@H]1C)C2=O
H29P350 ZINCtF00000Ueiwi Cc1ccc(Cl)cc1CNc1[nH]c(=NCc2cnn(C)c2C)nc2ncn(C)c12
H27P090 ZINCrf00001JsELd CCCc1ccc(C(=O)NC[C@H](CCNS(=O)(=O)c2cnnn2C)OC)s1
H27P190 ZINCrp00000yyOys COC1(C(=O)NCCN2CCN(C(=O)c3cc(Br)c(C)cc3F)CC2)CC1
H28P100 ZINCsg00002fTArD Cc1ccn(CC(=O)N2CC[C@](CO)(CNC(=O)C3(CO)CCCCC3)C2)c1
H27P190 ZINCrp00000yyMHy COC1(C(=O)N(C)C[C@H](O)CNC(=O)c2cc(N)ccc2Br)CCCCC1
H28P100 ZINCsg00000FCjp0 CCc1ncncc1C(=O)N1CC[C@H](N(C)C(=O)c2cccn3cnnc23)C1
H27M000 ZINCr500000NAVmZ CNS(=O)(=O)c1cc(C(=O)NC[C@H](O)CN(C)C(=O)c2cc(C)ns2)co1
H24P110 ZINCoh00000sIMuE C[C@@H](CN(C)C(=O)CN(C)C(N)=O)C(=O)N[C@H](C)C1CCCCC1
H28P250 ZINCsv000006EysN C#Cc1cccc(C(=O)N2CC[C@](O)(CCNC(=O)CSCCC(C)C)C2)c1
H28P340 ZINCsE000004Ocq3 CC(=O)c1ccc(OCC(=O)OCc2ccn(CCc3ccccc3)n2)cc1
H29P210 ZINCtr00000EfGkQ Cc1csc(C(=O)N[C@H]2C[C@H]3COC[C@@H](C2)N3C(=O)c2cn(C3CCC3)nn2)c1
H19P030 ZINCj900000d9kY0 Cc1ocnc1CS(=O)(=O)N[C@@H](CC(C)C)C(N)=O
H19P030 ZINCj900000d9nfp NC(=O)[C@@H]1CC[C@H](C(=O)N=c2cc(C(F)F)[nH][nH]2)O1
H28P310 ZINCsB0000069t7Z C=CC1(CC(=O)N[C@@H]2CCC[C@H]2NC(=O)c2cnnn2C(C)C)CCCCC1
H26P200 ZINCqq0000095oO2 C[C@H]1C[C@H](NC(=O)CN2CCCCCC2=O)CN(C(=O)C2=CSCS2)C1
H27P070 ZINCrd00001JsELf CC#Cc1ccc(C(=O)NC[C@@H](CNS(=O)(=O)CCOCCF)OC)cc1
H26P100 ZINCqg00000KC4QH COC[C@@H]1CN(C(=O)C2C[C@@H]3C[C@H]3C2)CCN1C(=O)c1cnc(S)n1C
H26P100 ZINCqg00001UByvU N[C@H]1C[C@H](n2cc([C@H]3CCCCN3C(=O)[C@@H]3[C@@H]4C[C@@H]5[C@H]3[C@@H]5C4=O)nn2)C1
H28P150 ZINCsl00000a1RWK CCC[C@@H](NC(N)=O)C(=O)NC[C@H](C)CNC(=O)[C@]1(F)C[C@H]1c1ccccc1
H25P230 ZINCpt00000fkgiR CCC[C@H](C)C(=O)N1CCO[C@@H]2CN(Cc3ccc(F)cc3O)C[C@H]21
H22P310 ZINCmB00000bjbi8 COC(=O)C[C@H](NCc1cc(Cl)cnc1Cl)c1ccncc1
H26P440 ZINCqO00000iKFm7 COC(=O)c1cc(F)cc(CNC(C)(C)c2nc3cc(Cl)ccc3o2)c1
H28P370 ZINCsH000003GZlO Cc1sc(O)nc1C(=O)NCCCCCCN(C)C(=O)c1ncsc1C(C)C
H27P260 ZINCrw00000PSmvM COCc1ccc(C(=O)N[C@H](C)[C@H](C)C(=O)NCCc2ccc(F)cc2)o1
H29P470 ZINCtR00000tS4OC CCCCC[C@@H](C)CC(=O)NCCCCCCNC(=O)C12CCC(CC1)[C@@H](C)O2
H27P460 ZINCrQ000008Cues Cc1cc(C(=O)NC2(C)CCN(C(=O)C[C@@H]3CCC[C@H](C)C3)CC2)c(C)s1
H24P500 ZINCoU000010eT3m C=CCCCCCN(Cc1cccc(Cl)n1)C[C@H](CCSC)OC
H26P070 ZINCqd00000KC5Bh CC(=O)NCCCC(=O)NC[C@H](C)NC(=O)c1ccnc(OC2CC2)c1
H27P360 ZINCrG00000aZb6z CC(C)c1ncc(C(=O)N2CC[C@@H](N(CC3CC3)C(=O)C3[C@H](C)[C@H]3C)C2)s1
H23P500 ZINCnU000010eT2I CCCC=CCCN(Cc1cccc(Cl)n1)Cc1scnc1C
H24M000 ZINCo50000167Gxd C[C@H]1CN([C@H](c2cccnc2O)c2nnnn2C)C[C@@H](C)S1(=O)=O
H26P150 ZINCql00001mW5Je O=C(C=CC(=O)NC1CC1)NCCC1(NC(=O)C2(CCF)CC2)CCC1
H27P290 ZINCrz00000xl8FD CC(C)(O)C1(C(=O)NCC2CC3(C2)CN(C(=O)C2=C(Cl)CCC2)C3)CCC1
H27P250 ZINCrv00000PSmvv COCc1ccc(C(=O)N[C@H]2CC[C@H]2NS(=O)(=O)CCCCC2CC2)cc1
H27P110 ZINCrh00001JsELr CCCc1ccc(C(=O)NC[C@H](O)CN(C)C(=O)[C@@H]2CC[C@H](C(N)=O)C2)s1
H27P090 ZINCrf00001JsELm CC(C)c1cc(CC(=O)NC[C@H](NS(=O)(=O)c2cn(C)cn2)C2CC2)on1
H27P210 ZINCrr00000RvRTn Cc1[nH]nc(CN(C[C@@H]2CC(F)(F)CO2)C(=O)CC2COCCOC2)c1Cl
H28P100 ZINCsg00000FCm0m CCc1ncncc1C(=O)NC[C@@H]1C[C@@H](CNC(=O)c2cc(CF)on2)CO1
H24P230 ZINCot000004C3vI COCO[C@@H](C)C(=O)N1CC[C@H](C2(C(=O)O)CC2)c2ccccc21
H28P300 ZINCsA00000cXSmt Cc1ncc(CC(=O)N(C)CCCNC(=O)[C@@H](C)[C@@H](C)c2ccc(F)cc2)o1
H28P230 ZINCst00000isZp8 CCN(C[C@@H](C)NC(=O)CCn1ccnc1)C(=O)C=Cc1cccc(OC)c1
H26P230 ZINCqt00000nPy6c Cc1conc1C(=O)NC[C@]1(F)C[C@@H](CNC(=O)[C@H]2C[C@H]3CC[C@H]2C3)C1
H22P330 ZINCmD00000bjbia COC(=O)C[C@@H](NCc1cc(Cl)no1)c1ccc(C)cc1C
H27M000 ZINCr500000NASSv Cc1noc(N)c1C(=O)N1CCC[C@]2(C[C@@H](NC(=O)CS(C)(=O)=O)CO2)C1
H29M000 ZINCt500002pF67n C[C@@H]1CN(C(=O)[C@@H](CCOCCO)NC(=O)CCn2ccnn2)[C@H](C)C(C)(C)O1
H27P320 ZINCrC00000rSZT3 CC(C)(C)n1ncc(C(=O)N2CCC(c3cc(C(F)(F)F)on3)CC2)c1N
H27P030 ZINCr900000DtcP7 Cc1cnncc1C(=O)N1CCN(C(=O)[C@@H]2CCN(C)C2=O)[C@H](C2CC2)C1
H29P460 ZINCtQ000003WLh6 C[C@@H](CC1CCN(C(=O)[C@H]2CCCSS2)CC1)NC(=O)CCCc1ccccc1
H24P230 ZINCot000004C3tT COCC[C@H](NC(=O)C1(c2ccccc2C(F)(F)F)CC1)C(=O)O
H29P130 ZINCtj00000qI0A4 CCn1c(C(=O)N2CC[C@H](C)[C@H]2CNC(=O)CCCc2cnccn2)cnc1O
H28P120 ZINCsi00002fTAsy Cc1ccnc(C(=O)N2CC[C@H](NS(=O)(=O)CC3CC4(CC4)C3)[C@@H](O)C2)c1F
H29P310 ZINCtB00000oxE6l Cc1ocnc1C(=O)NC[C@@]12CC[C@@H](C1)N(C(=O)c1cc(-c3cccs3)on1)C2
H22P150 ZINCml00000qmBOj O=C(NCCF)C1=CCCN(C(=O)c2cc([N+](=O)[O-])cs2)C1
H24P110 ZINCoh00000sIMuL C[C@H](CN(C)C(=O)CNC(=O)C(C)(C)C)C(=O)NC1CC(CF)C1
H25P150 ZINCpl00001BLwbb CC#CC[C@@H](CO)NC(=O)[C@@H]1C[C@@H](N=[N+]=[N-])CN1C(=O)CCC=CC
H29P310 ZINCtB00000oxE6Y Cc1onc(C2CC2)c1C(=O)N1C[C@H]2[C@H](NC(=O)C3(C)C[C@@H]4CC[C@H](C3)S4)[C@H]2C1
H29P380 ZINCtI000019Msdr CC1CC2(C1)CC(C(=O)N[C@@H](CC1CCC1)c1cn(C[C@H]3CCCOC3)nn1)C2
H28P260 ZINCsw00000pGjcy CCC(CC)C[C@H](F)C(=O)N1CC[C@](C)(NC(=O)C[C@@H]2CCCN2C(C)=O)C1
H29P500 ZINCtU00000tS4Pt CCCCC[C@H](C)CC(=O)N(CC)[C@H](C)CNC(=O)c1ccc2scc(C)c2c1
H28P310 ZINCsB0000069u9O C=CC1(CC(=O)N[C@@H]2CCSC23CN(C(=O)[C@H](C)NC(C)(C)CC)C3)CCC1
H27P280 ZINCry00000kmgk2 O=C(NC[C@]12CCC[C@@H]1CCN2C(=O)c1ccsc1)c1cnc2n1CCS2
H19P030 ZINCj900000d9n2q NC(=O)CC1CC(NC(=O)c2ccc(O)cc2N)C1
H25P040 ZINCpa000015Jidf C#CC[C@]1(O)C[C@@H](C(=O)N(C)C2(C(=O)N[C@@H](CO)C3(C)CC3)CC2)C1
H27P200 ZINCrq00000RvRTU Cc1[nH]nc(CN(CCO[C@@H]2CCCCO2)C(=O)CCC2OCCO2)c1C
H28P270 ZINCsx00000vkq9E CCCOCCN(Cc1ccc(C)c(OC)n1)C(=O)c1cnc2[nH]ccc2n1
H26M000 ZINCq5000001skHw CCOC(=O)C1(C(=O)NC[C@@H]2CN(C(=O)Cn3cnnn3)C[C@H]2C)CC1
H24P060 ZINCoc0000065ng8 Cn1cnc(C(=O)NC[C@@H]2CN(CC3CC(F)(F)C3)CCCO2)n1
H27P120 ZINCri00000Rie2x COc1c[nH]nc1C(=O)N[C@H]1COCCN(C(=O)c2ncsc2C(C)C)C1
H24P270 ZINCox00000otob0 CCN(CCCO)C(=O)c1cccc(NC(=O)c2ccccc2)c1
H29P240 ZINCtu00000eU1vb CSc1cnn(C)c1C(=O)N[C@@H]1CCCCN(C(=O)c2c[nH]c3cccnc23)C1
H24P270 ZINCox00000otobd CCN(CCC(=O)NS(=O)(=O)C1(C)CC1)Cc1cc(Br)ccc1F
H28P390 ZINCsJ00000g38of CC(C)C[C@H](C)C(=O)N[C@H]1C[C@@H](O)[C@H](NC(=O)c2cc3cc(Cl)ccc3s2)C1
H26M000 ZINCq5000001sk6C CCOC(=O)C1(C(=O)NCCn2cc(CCNC(C)=O)nn2)CC=CC1
H26P130 ZINCqj00001mW75t CCCCCC(=O)NCC(=O)N1C[C@@H](NC(=O)C[C@@H](C)COC)[C@H](C)C1
H27P230 ZINCrt0000052Mn8 CC(C)(CCCNc1nc[nH]c2ncnc1-2)NC(=O)C[C@@H]1C[C@H]2CC[C@H]1O2
H28P430 ZINCsN000009NrwE O=C(N[C@]12CCC[C@@H]1N(c1c(Br)cccc1[N+](=O)[O-])CC2)c1ccc(Cl)nc1
H28P090 ZINCsf00002fTAs2 Cc1ccn(CC(=O)N2CC[C@@H](C)C[C@@H]2C(=O)N[C@H]2CCCCN(C)C2=O)n1
H28P300 ZINCsA00000cXRNf Cc1ncc(C=CC(=O)N[C@H]2CC[C@](F)(CNC(=O)[C@H](C)OCC(C)C)C2)s1
H19P030 ZINCj900000d9n5J NC(=O)C[C@@H]1CCCN(C(=O)Cn2cccn2)CC1
H29P500 ZINCtU00000tS4OF CCCCC[C@@H](CC)C(=O)NCC(C)(C)[C@H]1CCCCN1C(=O)C1=C(C)CCC1
H28P100 ZINCsg00000FCk4T CCc1ncncc1C(=O)N1C[C@@H]2C[C@H]1[C@@H]2CNC(=O)CN(C)[C@H]1CCSC1
H27P120 ZINCri00001S4enV CC1(S(=O)(=O)NC[C@@H]2CN(C(=O)COCP(C)(C)=O)CC3(CCC3)O2)CC1
H29P060 ZINCtc00002pFEtZ Cn1nc(CNC(=O)C2CN(C3COC3)C2)cc1C(=O)NC1CC(C2CCC2)C1
H29P040 ZINCta00000hiADM CCc1cnc(CC(=O)N2CC[C@H](C3CC3)[C@@H]2CNC(=O)[C@@H]2CSCC(=O)N2)[nH]1
H25M000 ZINCp5000015JicV C#CC[C@]1(O)C[C@@H](C(=O)NC2(C(=O)N[C@@H]3CCNC(=O)C3)CCC2)C1
H27P140 ZINCrk00000RikvP CS[C@@H](C)[C@H](O)C(=O)N1CCOC2(C1)CN(C(=O)[C@H]1CC[C@@](C)(F)CC1)C2
H29P230 ZINCtt00000xdJnq COc1ccc(Br)cc1-n1cc(C(C)(C)NC(=O)C2=NO[C@]3(CCOC3)C2)nn1
H28P280 ZINCsy00000mk6GN C#Cc1cccc(C(=O)NC2CCC(NC(=O)[C@H](O)C=CCCC)CC2)c1C
H28P000 ZINCs600001RseQH O=C(c1cccnc1O)N1CC(O)(CCc2cn(Cc3ccncn3)nn2)C1
H25P270 ZINCpx00000QmyOK CC[C@H](CCOC)NC(=O)C[C@H]1[C@H]2CCC[C@H]2N1C(=O)[C@@H]1CC[C@H]1C
H27P360 ZINCrG00000aZb6k CC(C)c1ncc(C(=O)N2CC[C@@H](CNC(=O)[C@H]3CC[C@H]4C[C@H]43)C2(C)C)s1
H24P060 ZINCoc0000065mVK Cn1cnc(C(=O)NC2CC3(CCN(C(=O)c4cnsn4)C3)C2)c1
H23P060 ZINCnc000000L8Tg CS(=O)(=O)NC[C@@H]1CCCCN1C(=O)NCCOCC(F)(F)F
H26M000 ZINCq5000001sk4Q CCOC(=O)C1(C(=O)NCC[C@H](C)NC(=O)Cn2ncnn2)CC=CC1
H27P190 ZINCrp00000yyLRs COC/C(C)=C/C(=O)NC[C@@H](NC(=O)c1nc(C)ccc1Br)[C@H]1CCOC1
H29P130 ZINCtj00000qI65h CCn1c(C(=O)NC[C@@H]2CCCN2C(=O)C[C@@H](O)Cc2ccccc2)cnc1O
H23P160 ZINCnm00001A2MJn C[C@@H](CNC(=O)Cc1cnsc1)[C@H](F)C(=O)N[C@H]1C[C@@H](CF)C1
H26P130 ZINCqj00001mW4bl C#CCC1(C(=O)NC[C@]2(F)C[C@H](NC(=O)CN3CCSCC3)C2)CCC1
H25P500 ZINCpU000010eT3C CCC(C)(CC)CN(Cc1cccc(Cl)n1)C(=O)[C@]1(C)C=CCCC1
H29P220 ZINCts00000s9veZ CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@H]1C[C@@H]1NC(=O)c1ccnc(S)c1
H25P260 ZINCpw00000QmyOL CC[C@@H](CCO)CNC(=O)C[C@@H]1CN(C(=O)C(C)=C2CC2)C(C)(C)C1
H28P250 ZINCsv000006EzkM C#Cc1cccc(C(=O)N2C[C@@H](NC(=O)C[C@@H]3CC4(CCC4)CO3)[C@H](C)C2)c1
H23P160 ZINCnm00000I6kx7 C=C1CC(CC(=O)N2C[C@H](NC(=O)C3=NOCC3)CC[C@@H]2C)C1
H28P340 ZINCsE000004OcI6 CC(=O)c1ccccc1NC(=O)COC(=O)c1cccc2nc(C(F)F)[nH]c12
H27P020 ZINCr800000NAZe5 C[C@@H](CCNC(=O)/C=C/[C@H]1CCCO1)CCNC(=O)c1cn(CCO)nn1
H29P280 ZINCty00000CNCHm C#C[C@H]1CC[C@H](CNC(=O)C[C@H]2[C@@H]3CN(C(=O)C[C@H]4CC[C@H](C)CO4)C[C@H]23)CC1
H28P350 ZINCsF000001nvGb CCCC[C@@H](O)CCC(=O)N[C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)CC1CC2(CC2)C1
H26P330 ZINCqD00000eywYX O=C(CCCc1nccs1)NC[C@@H]1C[C@@H]1CNC(=O)CC1CCCCC1
H26P200 ZINCqq0000095oFg C[C@H]1C[C@H](NC(=O)CCn2cccc2)CN(C(=O)c2ncccc2F)C1
H29P420 ZINCtM00000NhJzo COc1ccc(NC(=O)C23CCC(C(=O)Nc4cccc(C)c4)(CC2)C3)nc1C
H22P270 ZINCmx00000dxxzk CC[C@H](CC(=O)NCCN(C)C(=O)C1(CSC)CC1)C(C)C
H29P040 ZINCta00000hiDsR CCc1cnc(Cl)nc1N1C[C@H]2CC(NC(=O)Cn3cnc(C(N)=O)n3)C[C@@H]2C1
H27P390 ZINCrJ00000tkquf COc1c(C)csc1C(=O)N1C[C@@H](C)[C@](C)(CNC(=O)c2sccc2C)C1
H28P340 ZINCsE000004Ockv CC(=O)c1ccc(NC(=O)[C@@H](C)OC(=O)[C@@H]2CCOc3c(F)cccc32)cc1
H25P310 ZINCpB00000aZYZP CCC=C(F)C(=O)N1CC[C@]2(CCN(C(=O)[C@]3(F)CC=CCC3)C2)C1
H19P030 ZINCj900000d9lhB Cn1cc(C(C)(C)C(=O)OC[C@]2(O)CCOC2)cn1
H29P350 ZINCtF00000UeiwN Cc1ccc(Cl)cc1C(=O)N(C)CCOCCN(C)S(=O)(=O)[C@@H]1CCCC[C@@H]1C
H23P210 ZINCnr00000j2rPC CCCCS[C@@H](C)C(=O)NC[C@@H](CO)CNC(=O)CC=C(C)C
H29P190 ZINCtp00001So1p3 CCc1ccoc1C(=O)N[C@H]1[C@H]2C[C@@H]3[C@H]1[C@@H]3[C@@H]2C(=O)N[C@]1(C)C[C@H](C(=O)OC)C1
H29P360 ZINCtG00000FiNFJ C[C@H](C(=O)N[C@]1(C#N)CCN(Cc2ccccc2[N+](=O)[O-])C1)c1ccc(Cl)cc1
H29P370 ZINCtH00000o0UhN Cc1c(Br)cnn1CCSc1nnc(Cc2nn[nH]n2)n1-c1ccc(Cl)cc1Cl
H26P360 ZINCqG000009zKW8 CC(C)c1ccc(Cl)cc1C(=O)N1C[C@@H]2C[C@@H](NC(=O)C3(F)CC3)[C@H]1C2
H29P280 ZINCty00000CNCHp CC[C@H]1CC[C@H](C)N(C(=O)CCOC2CN(C(=O)c3ccnc4cc[nH]c34)C2)C1
H29P390 ZINCtJ000019Msea CC1=C(c2ccccc2)CN([C@H](c2cc(C)no2)c2nnnn2C2CCC2)CC1
H25P100 ZINCpg000015MC3y C=COCCCNC(=O)C1=CCCN(C(=O)c2ccnc(CO)c2)C1
H28P430 ZINCsN000000Viw2 Cc1nc2ccc(C(=O)OCc3nc(-c4cccc(Cl)c4)no3)cc2nc1C
H28P390 ZINCsJ00000g38me CC(C)C[C@H](C)C(=O)N[C@H]1CC[C@@H](NC(=O)c2c(N)sc3c2CCSC3)CC1
H25P030 ZINCp9000015Jide C#CC[C@]1(O)C[C@@H](C(=O)NC[C@@]2(C(=O)N[C@H](C)CO)CC23CCC3)C1
H28P280 ZINCsy00000mk6GQ CCc1cccc(C(=O)NC2CC(NC(=O)c3cc4ccccc4n3C)C2)n1
H28P230 ZINCst00000isYlz Cn1cccc1C(=O)N1CCC(O)(CCNC(=O)C(F)(F)C2CCCC2)CC1
H29P380 ZINCtI000019Mse9 CC1(C)c2ccccc2CN1C(=O)c1cc(-c2cn(CC3CC(=O)C3)nn2)cs1
H29P150 ZINCtl00000PCG3P O=C([C@H]1CC[C@@H](n2cc(CCC3(CCO)OCCO3)nn2)C1)N1CCC(F)(F)C1
H28P390 ZINCsJ00000g39bK CC(C)C[C@H](C)OCCC(=O)NCCN(C)C(=O)c1cc2c(Cl)cncc2s1
H25P210 ZINCpr00000m9Ycc CCCCC(=O)N1CC(C[C@H](F)C(=O)N2CC[C@H](CN(C)CC)C2)C1
H23P060 ZINCnc000000L75O CS(=O)(=O)Cc1cccc(CNC(=O)[C@@H](N)C[C@@H]2CCOC2)c1
H26P150 ZINCql00001RRBTp Cc1ccc(CC(=O)N[C@@H]2[C@H]3C[C@H](NC(=O)[C@H]4CN5CC[C@H]4C5)C[C@H]32)s1
H29P500 ZINCtU00000tS4OQ CCCCC[C@H](CC)C(=O)N(C)CC[C@H](C)NC(=O)c1ccc(-c2ccco2)s1
H28P100 ZINCsg00000FCr6B CCc1ncoc1C(=O)N1CCC[C@](CO)(NC(=O)[C@H](C)n2ccc(C)n2)C1
H25P210 ZINCpr00000m9Yck CCC=CC(=O)N1CC(C[C@H](F)C(=O)N2CCOC[C@@H]2CC2CC2)C1
H26M000 ZINCq5000001slbG CCOC(=O)C1(C(=O)NC[C@H](O)CNC(=O)c2ccnnc2C)CCC1
H26P430 ZINCqN00000iKFm3 COC(=O)c1cc(F)cc(Cn2cc(-c3cc(F)c(Cl)cc3Cl)nn2)c1
H26P090 ZINCqf00001UByvJ N[C@H]1C[C@H](n2cc(CCC(=O)N3C[C@@H]4[C@H]5CC[C@@H](C(=O)C5)[C@@H]4C3)nn2)C1
H24P310 ZINCoB00000gZZji CSCC(=O)N[C@@H](C)CCN(C)C(=O)Cc1cccc2sccc12
H26P220 ZINCqs00000cnoDW C[C@H]1C(C(=O)N[C@@H]2CCC[C@@H](C(=O)N3CCSC[C@H](C)C3)C2)=NO[C@@H]1C
H28P260 ZINCsw00000pGjcn CC(C)(C)CC[C@@H](F)C(=O)N1CC(C[C@@H](F)C(=O)N2CCN3CCC2CC3)C1
H28P110 ZINCsh00001n4KW5 C#Cc1cnn(CC(=O)N[C@@H]2CN(C(=O)[C@](C)(OC)C3CC3)CC23CCC3)c1
H29P090 ZINCtf0000065uTL O=C(NCCCCC1CN(C(=O)c2ccc3nn[nH]c3c2O)C1)C1=COCCO1
H22P300 ZINCmA00000bjbib COC(=O)C[C@@H](NCc1cccnc1)c1ccc(C)cc1C
H24P300 ZINCoA00000gZZjc CSCC(=O)N[C@H]1[C@@H]2C[C@H]1N(C(=O)c1c(C)cc(C)c(Br)c1C)C2
H24P060 ZINCoc0000065nr4 Cn1cnc(C(=O)NC[C@H]2C[C@@H]3CC[C@H](C2)N3C(=O)C2CSC2)n1
H28P270 ZINCsx00000vkq9w CCCOCCN(Cc1cccc2nnn(C)c12)C(=O)c1c(F)cncc1F
H25P090 ZINCpf000015MC3M C=COCCCNC(=O)C1CC(N(C)C(=O)[C@H]2CCCCC(=O)N2)C1
H27P300 ZINCrA00000xl8FC CC(C)OC1(C(=O)NC2[C@H]3CC[C@H]2CN(C(=O)C2=CCC[C@@H]2C)C3)CCC1
H27P220 ZINCrs000004oo3c Cn1cc(NC(=O)N2CCC[C@H](c3nc(O)n[nH]3)C2)c(C2CCCCC2)n1
H28P160 ZINCsm00000M6CNq CCn1ccc(C(=O)NC[C@@H]2C=CCN2C(=O)C[C@@]2(O)COC(C)(C)C2)c1C
H27P350 ZINCrF00000jsad8 CCC(=O)N(C)[C@H](CNC(=O)[C@H](CC)Oc1ccccc1)c1ccccc1
H29P190 ZINCtp00000KOgJJ CCc1nc(C)c(C(=O)NC[C@H]2C[C@@H](NC(=O)c3cncn3C)C2(C)C)c(C)n1
H29P420 ZINCtM00000NhJze COc1cc(C#N)c(NC(=O)c2csc(-c3c(C)cccc3OC)n2)cc1OC
H29P190 ZINCtp00000KOdYP CCc1nc(C)c(C(=O)NC[C@@H](O)CN(C)C(=O)C2(c3cccc(F)c3)CC2)o1
H26P230 ZINCqt00000nPy6E Cc1conc1C(=O)N[C@@H]1C[C@H]2CC[C@@]1(NC(=O)c1cc(C)c(C)[nH]1)C2
H28P080 ZINCse00001n4KW6 CCc1cnn(CC(=O)N[C@@H]2CN(C(=O)CCS(=O)(=O)CC(C)C)C[C@H]2C)c1
H28P140 ZINCsk00001dmnuh COc1cnnc(C(=O)N2CCN(C(=O)CCc3ccsc3Cl)C[C@H]2CO)c1
H19P030 ZINCj900000d9lx8 Cn1cc([C@H]2CN=C(N[C@@H]3C[C@H]4CC[C@@H]3O4)N2)cn1
H28P030 ZINCs900001RseQw O=C(c1cccnc1)N1CC[C@@H]2CCC[C@]21C(=O)N1CC(O)(c2cnn[nH]2)C1
H26P060 ZINCqc00000KC5Kx CCC1=NO[C@@H](C(=O)N[C@@H]2C[C@H]2NC(=O)[C@H](O)c2ccc(OC)cc2)C1
H28P340 ZINCsE000004Odit CC(C)(C)C(=O)N1CCN(C(=O)Nc2nc(COc3ccccc3)cs2)CC1
H26P190 ZINCqp00001mW7qe C=CCOCC(=O)N1CC[C@@H](C2(NC(=O)c3cc(CC)ccn3)CC2)C1
H28P240 ZINCsu00000DRLjd CCn1nnnc1[C@@H](c1cnc(OC)c(F)c1)N1CCC(C(C)(C)OC)CC1
H27P090 ZINCrf00001JsEMi CC(C)c1ccc(C(=O)N[C@H](CO)[C@H](C)NS(=O)(=O)CCN(C)C)c(F)c1
H24P150 ZINCol00000sIMuB C[C@H](CN(C)C(=O)CN(C)C1CCC1)N(C)C(=O)[C@]12CSC[C@@H]1C2
H29P130 ZINCtj00000qHZEY CCn1c(C(=O)N2CCN([C@@H]3CC[C@@H](NC(=O)C4CC=CC4)C3)CC2)cnc1O
H27P070 ZINCrd00000lDufc COCC(=O)N(C)[C@@H]1CCN(C(=O)c2ccc(-n3c(C)cnc3O)cc2)C1
H26M000 ZINCq5000001smnh CCOC(=O)C1(CC(=O)NC[C@@H](C)NC(=O)C(=O)N=S(C)(C)=O)CCC1
H29P020 ZINCt800002pF67A C[C@H]1CN(C(=O)[C@H](Cn2cccn2)NC(=O)CCCCNC(N)=O)CC(C)(C)O1
